# rr	self_coop	bc_min(AllD)	bc_max(AllC)	eq_coop	eq0	eq1	eq2	rho_alld_to_resident	rho_resident_to_alld	rho_allc_to_resident	rho_resident_to_allc
0	0.038352	11.72143774	184.8364677	0.003991031828	0.1040631995	2.984679123e-19	0.8959368005	0.005796969724	0.04990927177	0.6390306847	3.008016485e-22
1	0.36556	3.486779229	None	2.458728702e-05	6.725923794e-05	1.473402513e-22	0.9999327408	3.795274767e-06	0.05642376596	0.6259346705	1.000569965e-18
2	0.162924	1.619711108	None	0.1192517626	0.7319471814	1.922358296e-16	0.2680528186	0.01068932432	0.003914631527	0.4291620418	2.883743458e-16
3	0.36628	8.973700431	37.26286296	5.987733239e-07	1.634742066e-06	6.958997305e-19	0.9999983653	2.751194778e-07	0.1682950681	0.4271733336	4.661106074e-13
4	0.125176	7.453082446	49.67246377	0.0004583260458	0.003661453041	0	0.996338547	0.0002980810034	0.08111249565	0.6382578091	3.31132097e-21
5	0.479336	2.365484944	None	0.2996365983	0.6251076453	6.982784985e-19	0.3748923547	0.0001692368325	0.0001014954706	0.6252385088	1.435301656e-18
6	0.32566	1.95813861	32.72454336	0.3024083056	0.9286013192	3.997317797e-13	0.07139868083	0.002852770952	0.000219345028	0.4284733808	4.719118922e-13
7	0.461524	3.934139833	35.10632911	0.0001094663175	0.000237184453	1.579042644e-15	0.9997628155	6.443204015e-06	0.02715892928	0.4264778946	7.285144993e-12
8	0.038372	11.55878635	186.5049505	0.003991740258	0.1040274225	-2.985691018e-19	0.8959725775	0.005794095212	0.04990367246	0.6386615997	3.085073682e-22
9	0.35802	4.037433155	None	1.916117593e-05	5.351984786e-05	0	0.9999464802	3.4148298e-06	0.06380150868	0.6250866132	1.330649278e-18
10	0.166824	1.59947893	None	0.1247740007	0.7479379505	2.703132901e-16	0.2520620495	0.01080344164	0.003640860367	0.4271881644	3.964179632e-16
11	0.367116	6.475137716	13.87893738	5.882428338e-07	1.602335049e-06	8.848730454e-19	0.9999983977	2.749471934e-07	0.171591299	0.4233696247	6.025939545e-13
12	0.12556	7.368894289	55.9336235	0.0004242316255	0.003378716355	1.865335823e-20	0.9966212836	0.0002862079778	0.08442287906	0.6378825694	3.557445947e-21
13	0.47358	2.494175647	None	0.2258129126	0.4768210494	8.782552926e-19	0.5231789506	0.0001473835424	0.0001617125903	0.624389999	2.354766309e-18
14	0.326392	1.79872	34.18113706	0.3089103929	0.946439842	5.357097779e-13	0.05356015802	0.002813505476	0.0001592196259	0.4244275982	6.182338743e-13
15	0.461444	3.464848636	14.83186473	9.794080327e-05	0.0002122485139	2.158969872e-15	0.9997877515	6.063739828e-06	0.02856299295	0.4218849954	1.108423846e-11
16	0.121928	12.71391417	107.5445081	0.0001761622218	0.00144480531	0	0.9985551947	0.0001712311954	0.118343834	0.6385794786	2.081002876e-21
17	0.493868	3.205436925	None	0.0001478068473	0.000299284115	1.474783596e-21	0.9997007159	4.661654353e-06	0.01557135498	0.6249271702	4.68732831e-18
18	0.320376	5.61986755	143.548121	0.000391928638	0.00122333957	1.693751752e-16	0.9987766604	9.498802323e-05	0.07755150162	0.4229124797	1.510142886e-13
