# rr	self_coop	bc_min(AllD)	bc_max(AllC)	eq_coop	eq0	eq1	eq2	rho_alld_to_resident	rho_resident_to_alld	rho_allc_to_resident	rho_resident_to_allc
0	0.889268	5.954752268	None	7.648333858e-12	8.599211921e-12	1.329871005e-15	1	1.884135663e-12	0.2190180259	0.1197431481	0.0001217949794
1	0.886472	5.7432575	None	3.794955146e-11	4.280311632e-11	5.78732397e-15	1	7.986722596e-12	0.1865069721	0.1208622949	0.0001066344767
2	0.884936	5.736705577	None	8.981070913e-12	1.0148271e-11	5.005655197e-16	1	2.124779061e-12	0.2093590709	0.1483897885	4.025909869e-05
3	0.881016	5.56937698	None	2.781997524e-11	3.157561547e-11	1.352807231e-15	1	5.721167005e-12	0.1811618805	0.1499234269	3.50343885e-05
4	0.8857	5.286932456	None	0.8665905246	0.9782887155	0.000120209269	0.02159107521	0.01689517972	0.0002908225701	0.1230823805	9.718225218e-05
5	0.882684	5.122141852	None	0.01091425217	0.01236337417	1.299605731e-06	0.9876353262	0.0001134888977	0.008995744723	0.1242749051	8.326164746e-05
6	0.880096	5.014661779	None	0.7899687458	0.8975533329	3.564777547e-05	0.1024110194	0.01031792132	0.001150753886	0.1524655037	3.257846487e-05
7	0.875796	4.860365797	None	0.001448599966	0.001653973513	5.657932559e-08	0.9983459699	3.064312465e-05	0.01847348562	0.1537744838	2.810477747e-05
8	0.8863	5.728242424	None	1.267575186e-11	1.429948236e-11	2.120651536e-15	1	2.88292973e-12	0.2015185509	0.1212364158	0.0001170173339
9	0.882968	5.556475132	None	5.128891452e-11	5.807837329e-11	7.569411738e-15	0.9999999999	9.861748099e-12	0.1697160856	0.1224138539	0.0001029903361
10	0.880804	5.515391243	None	1.484450654e-11	1.685240424e-11	8.414828059e-16	1	3.232765638e-12	0.191806905	0.1503548031	4.085289805e-05
11	0.8759	5.410589875	None	3.363024723e-11	3.839311994e-11	1.71347883e-15	1	6.470171549e-12	0.1684998647	0.1519193646	3.658428172e-05
12	0.881484	5.041960381	None	0.8699563236	0.9867897674	0.0001169322455	0.01309330037	0.01694335359	0.0001456806565	0.1248161082	9.392402262e-05
13	0.877616	4.902074379	None	0.01593125052	0.01815074662	1.864875955e-06	0.9818473885	0.0001195115304	0.006396249601	0.1259656673	8.15552452e-05
14	0.874196	4.786119758	None	0.8125068214	0.9293900545	3.775333768e-05	0.07057219214	0.01024490671	0.0007508080779	0.1546388781	3.340911349e-05
15	0.868756	4.646453345	None	0.001618353458	0.001862763956	6.609481755e-08	0.9981371699	2.832154235e-05	0.01515202472	0.1559958254	2.923029178e-05
16	0.868632	5.009229882	None	5.88348675e-11	6.77282059e-11	3.980551283e-15	0.9999999999	9.784136262e-12	0.1444230671	0.1243128792	4.655484308e-05
17	0.865632	4.924248896	None	2.679216639e-10	3.09492335e-10	1.519497165e-14	0.9999999997	3.852161805e-11	0.1244343676	0.1252895846	3.893824546e-05
18	0.86248	4.922725542	None	4.41682881e-11	5.120951475e-11	1.105821506e-15	0.9999999999	7.445527763e-12	0.1453804289	0.1516960661	1.7696413e-05
19	0.858512	4.899799981	None	1.391986313e-10	1.621359564e-10	2.967122451e-15	0.9999999998	2.132156483e-11	0.1314922991	0.1536331831	1.503253998e-05
20	0.864968	4.469243378	None	0.002616204225	0.003024463878	1.39754248e-07	0.9969753964	3.392813544e-05	0.01115311298	0.1276159683	3.6754883e-05
21	0.862428	4.395879448	None	0.0009235437049	0.001070816409	4.165056678e-08	0.9989291419	1.378912594e-05	0.01283744353	0.1287403436	3.098259519e-05
22	0.858048	4.384116694	None	0.0003360488307	0.0003916357891	6.525140916e-09	0.9996083577	8.151058087e-06	0.02079357525	0.1560422612	1.372636586e-05
23	0.855472	4.327726831	None	0.0003292773253	0.0003849013008	5.039716133e-09	0.9996150937	7.153644201e-06	0.01856976098	0.1577567024	1.080954906e-05
24	0.865708	4.929964413	None	7.295349476e-11	8.426421893e-11	5.286319582e-15	0.9999999999	1.169110287e-11	0.1387013663	0.1255458945	4.97710643e-05
25	0.862008	4.875825627	None	2.53755591e-10	2.943592e-10	1.560567218e-14	0.9999999997	3.593213493e-11	0.1220336397	0.1265989743	4.211605354e-05
26	0.857812	4.880512091	None	5.115358858e-11	5.963092356e-11	1.466775795e-15	0.9999999999	8.510102269e-12	0.1426961297	0.1538428313	2.02106025e-05
27	0.8528	4.837001278	None	1.064343373e-10	1.24802659e-10	2.629745622e-15	0.9999999999	1.676722239e-11	0.1343342856	0.1554587751	1.734723471e-05
28	0.860848	4.360446436	None	0.003143033655	0.003650893178	1.69564715e-07	0.9963489373	3.357103097e-05	0.009130703861	0.1290528711	3.700996004e-05
29	0.857708	4.33780874	None	0.001019847744	0.001188983859	4.677615957e-08	0.9988109694	1.359207425e-05	0.01139180762	0.1302456826	3.139644428e-05
30	0.851756	4.276292634	None	0.0003303444194	0.0003878307964	7.211609973e-09	0.999612162	7.730383214e-06	0.01991221219	0.1580854589	1.535725974e-05
31	0.848516	4.274906934	None	0.0002988870875	0.0003522406805	5.234259604e-09	0.9996477541	6.565371544e-06	0.01862239033	0.1597547939	1.229748975e-05
32	0.858452	5.107009149	None	1.927284115e-11	2.244987715e-11	6.992122972e-16	1	3.719434331e-12	0.1656481311	0.1510209639	2.550281062e-05
33	0.853252	5.039562933	None	2.820794179e-11	3.305823164e-11	9.395255767e-16	1	5.309270414e-12	0.1605790394	0.1522136097	2.330526512e-05
34	0.851356	4.896772338	None	3.022212267e-11	3.549828823e-11	4.419894425e-16	1	5.440077804e-12	0.1532411259	0.1747057994	1.049013974e-05
35	0.84498	4.984343845	None	3.818751543e-11	4.519274604e-11	5.488784545e-16	1	6.743205315e-12	0.1491983694	0.1753114388	1.02399143e-05
36	0.853084	4.773454469	None	0.2108995748	0.2472114423	7.44873512e-06	0.752781109	0.004753996057	0.01445622447	0.1513685001	2.468261733e-05
37	0.84744	4.73896389	None	0.0003185946577	0.0003759374356	1.023734934e-08	0.9996240523	1.49406649e-05	0.03970929736	0.1523463185	2.233403991e-05
38	0.843048	4.532103917	None	0.09174489141	0.1088235038	1.454146079e-06	0.891175042	0.002480058341	0.02030071564	0.1765238556	1.128231644e-05
39	0.836488	4.590901803	None	7.84159589e-05	9.374282968e-05	1.206787825e-09	0.999906256	4.356525899e-06	0.04646021049	0.1776297238	1.088364214e-05
40	0.855656	5.014754379	None	2.218100915e-11	2.592174848e-11	9.095341768e-16	1	4.264114533e-12	0.1644772228	0.1516179348	2.875174428e-05
41	0.849472	4.914581119	None	2.734160479e-11	3.21853e-11	1.093629503e-15	1	5.212638415e-12	0.1619369343	0.1531204849	2.789444619e-05
