# rr	self_coop	bc_min(AllD)	bc_max(AllC)	eq_coop	eq0	eq1	eq2	rho_alld_to_resident	rho_resident_to_alld	rho_allc_to_resident	rho_resident_to_allc
0	0.233052	1.16917165	2.586806382	0.169213015	0.6710540718	0.01282252141	0.3161234068	0.02714769369	2.838039442e-05	0.3063754875	0.01861471885
1	0.523464	1.893016458	6.42368096	0.5046086843	0.963976273	1.808495899e-06	0.0360219185	0.0004117334572	1.413281862e-05	0.3240853463	1.860869701e-06
2	0.242088	1.177863533	2.672000506	0.2355394241	0.9678814214	0.001226946507	0.03089163205	0.02724946899	2.316030168e-05	0.3225287048	0.001255411649
3	0.519804	1.993044547	5.870716345	0.446015032	0.8580425855	1.063900041e-06	0.1419563506	0.0002781126917	4.518351762e-05	0.3246386057	1.230549073e-06
4	0.357428	1.214737562	3.024114143	0.3474175687	0.9677087925	0.001531350432	0.03075985707	0.03324616996	5.387683962e-11	0.3188441362	0.001561326611
5	0.562144	1.820479638	8.179654385	0.5618447881	0.9994663899	7.538254343e-07	0.0005328563027	0.00099480811	2.669369724e-08	0.3234534318	7.476366883e-07
6	0.377552	1.23575831	3.215921483	0.3768744485	0.9979613438	9.214721707e-05	0.001946509023	0.03161384439	2.592446453e-11	0.3233576223	9.151968969e-05
7	0.563704	1.855918233	7.621069543	0.5631990148	0.9991033744	4.462613143e-07	0.0008961793137	0.0005566166454	2.00991862e-07	0.3240971974	4.430459636e-07
8	0.243556	1.160729331	2.625273867	0.1906708163	0.74124355	0.01013650224	0.2486199478	0.02729025316	2.1138218e-05	0.3084065997	0.01334972417
9	0.520264	1.884644138	6.291036686	0.4961434154	0.9536330308	2.480250254e-06	0.04636448891	0.0003890834764	1.717990689e-05	0.3222120518	2.574886036e-06
10	0.253936	1.167275141	2.731613115	0.24860744	0.975265714	0.0009523656995	0.02378192034	0.02741467974	1.638191807e-05	0.3213349392	0.0009659166394
11	0.517904	1.969346443	5.530374646	0.4380397259	0.8457904744	1.456080605e-06	0.1542080696	0.0002888615627	5.151678064e-05	0.3227275691	1.705267466e-06
12	0.371836	1.201661539	3.124325025	0.3636001626	0.9746188669	0.001201781597	0.02417935148	0.03319190978	2.700422254e-11	0.3177277872	0.001215242464
13	0.56098	1.834998841	7.982581723	0.5605079051	0.9991563756	1.161573713e-06	0.0008424628738	0.0009591124264	3.233619264e-08	0.3216986122	1.150354817e-06
14	0.39596	1.216272044	3.445615525	0.3952960101	0.9981072266	8.547266722e-05	0.001807300755	0.03158262684	1.264999391e-11	0.3211128474	8.468595556e-05
15	0.563504	1.900943396	7.07323304	0.5627478897	0.9986569866	6.831230292e-07	0.001342330273	0.0005322931702	2.586659102e-07	0.3220314727	6.770911757e-07
16	0.42858	1.488517191	3.823118967	0.4253757801	0.9922527574	0.0001160933474	0.007631149294	0.01027863101	9.168567294e-07	0.3223200269	0.000115844702
17	0.58754	2.268088126	14.76040038	0.2313087338	0.3936900865	6.03595255e-08	0.6063098532	6.750022872e-05	0.0001038526156	0.3249904988	1.522131782e-07
18	0.441956	1.555067269	4.010852811	0.4414688387	0.9988674428	1.337909042e-05	0.001119178084	0.009199671706	1.362956956e-06	0.3239793608	1.328425196e-05
19	0.581544	2.366763055	12.57969303	0.07647070485	0.1314959646	1.558308209e-08	0.8685040198	4.197042115e-05	0.00027712693	0.3245678212	1.176025968e-07
20	0.50596	1.621239502	5.046147726	0.4969334063	0.9821318784	1.396117479e-05	0.01785416047	0.0005228648302	1.215174522e-08	0.3223355537	1.407505578e-05
21	0.621284	2.148081801	39.900369	0.6200861826	0.9980719282	6.27214131e-08	0.00192800908	0.0002859094891	5.103342189e-07	0.3243980827	6.235276011e-08
22	0.524228	1.685413985	5.436834246	0.5219713305	0.9956920536	1.676603774e-06	0.004306269822	0.0002878017921	1.202214169e-07	0.32412792	1.670278226e-06
23	0.623448	2.215799018	35.5560166	0.6203433124	0.9950200689	4.050692749e-08	0.004979890568	0.0002344477292	1.146181106e-06	0.3239341406	4.037346592e-08
24	0.432708	1.48684114	3.998630679	0.4295498013	0.992437919	0.0001139742199	0.007448106731	0.01035281502	1.003615886e-06	0.3207123059	0.0001135242593
25	0.58226	2.251547988	15.9344016	0.1920628699	0.3298574513	7.035816696e-08	0.6701424784	6.421340936e-05	0.0001303143143	0.3231432923	2.113685312e-07
26	0.446224	1.56187771	3.980397061	0.445715258	0.9988279028	1.427589519e-05	0.001157821344	0.009289020099	1.222908479e-06	0.3223652782	1.415219129e-05
27	0.577732	2.389003377	9.46892489	0.05613356663	0.09716191789	1.748498943e-08	0.9028380646	4.156862375e-05	0.0003861395495	0.3223794085	1.781913009e-07
28	0.512152	1.599091109	5.255859557	0.5019856973	0.9801210814	1.472526681e-05	0.01986419337	0.0004957850529	1.50244404e-08	0.3208275536	1.485318089e-05
29	0.620956	2.159874428	31.64954128	0.6194793225	0.9976217902	8.612836585e-08	0.002378123708	0.00027862914	6.065398694e-07	0.3226617583	8.551086593e-08
30	0.530528	1.718424226	5.783257312	0.5275749887	0.9944299033	2.080973526e-06	0.005568015724	0.0002785137803	1.619815241e-07	0.3215100567	2.070275387e-06
31	0.62378	2.228889943	35.47381546	0.6199753399	0.9939005421	5.974734628e-08	0.006099398133	0.0002282271977	1.360446802e-06	0.3215721465	5.947558026e-08
32	0.318436	1.17227771	2.958521608	0.3178552416	0.9979231346	8.059032786e-05	0.001996275075	0.02791603372	1.913226238e-06	0.3216977647	7.991052132e-05
33	0.517652	2.054936239	5.522052205	0.3965931141	0.7661367057	9.161529903e-07	0.2338623781	0.0002371709431	7.159759674e-05	0.3225726858	1.184305373e-06
34	0.331688	1.173720419	3.087736417	0.3315454445	0.9995170889	1.762032075e-05	0.000465290828	0.02807842472	1.298277166e-06	0.3191321973	1.739859693e-05
35	0.525424	2.083604669	5.39698293	0.3204537372	0.609894696	4.264487883e-07	0.3901048776	0.0002106268573	0.0001342556005	0.3193453982	6.902342034e-07
36	0.438816	1.263117579	3.671089505	0.438644277	0.9995652051	1.907197669e-05	0.0004157228773	0.03063678786	3.528685782e-12	0.3204529371	1.885627963e-05
37	0.565712	1.882074558	7.934355534	0.5652904311	0.9992538965	5.108591877e-07	0.0007455926557	0.0006777316166	1.642786611e-07	0.3209670788	5.055017615e-07
38	0.461664	1.24178499	3.95126529	0.4616231645	0.9999026548	4.105215913e-06	9.323996361e-05	0.02940257468	8.025992133e-13	0.3177280717	4.046230408e-06
39	0.572464	1.934188323	7.943814727	0.5705159482	0.9965964226	3.737736086e-07	0.003403203652	0.0003907137595	1.08375831e-06	0.3175268857	3.695498e-07
40	0.334548	1.160549896	3.037589112	0.3339990533	0.9981394634	7.349207661e-05	0.001787044536	0.02811211503	1.161198219e-06	0.3202125881	7.27470003e-05
41	0.517068	1.989987363	5.613422411	0.3805917565	0.7360549396	1.301017719e-06	0.2639437594	0.000231446549	8.181460317e-05	0.3214108967	1.74849819e-06
42	0.348652	1.157671139	3.267665373	0.3485229793	0.9995844276	1.586945584e-05	0.0003997029237	0.02828075012	7.064496323e-07	0.3164190043	1.562563345e-05
43	0.523776	2.091893699	5.698065601	0.3172149677	0.6056299208	5.503719382e-07	0.3943695289	0.0002143248107	0.000138955539	0.315972425	8.940193909e-07
44	0.449436	1.229864088	3.944664778	0.4492469167	0.9995339362	2.038249693e-05	0.0004456812791	0.03054107938	1.94294711e-12	0.3191399732	2.012583483e-05
45	0.564704	1.864728608	6.519572249	0.5641525869	0.9990223385	6.762863925e-07	0.0009769851831	0.0006788186928	2.117736874e-07	0.3197291193	6.685111908e-07
46	0.476336	1.197294747	4.229706268	0.4762829614	0.999877518	5.304025071e-06	0.0001171779887	0.03022810393	4.211835499e-13	0.3150095617	5.213525176e-06
47	0.57224	1.966019625	8.111557789	0.5699498233	0.9959969182	5.46849985e-07	0.004002534982	0.0003824530742	1.170275969e-06	0.3144361191	5.392987941e-07
48	0.463768	1.642690443	4.275089043	0.4634152149	0.9992289734	4.792338811e-06	0.0007662342535	0.00688948478	2.080203068e-06	0.3217704504	4.746052401e-06
49	0.582	2.378364478	11.52717457	0.06631683217	0.1139464221	1.450584958e-08	0.8860535634	4.135942931e-05	0.0003215281527	0.3229095255	1.261223708e-07
50	0.484696	1.699400632	4.670147641	0.484400175	0.9993865811	1.496654426e-06	0.0006119222052	0.006356445897	2.891947236e-06	0.31908946	1.477950384e-06
51	0.578132	2.500216544	10.09986262	0.02152076204	0.03722464338	4.516470193e-09	0.9627753521	2.890286516e-05	0.0007474604864	0.3195865009	1.198006322e-07
52	0.537112	1.753936954	5.93325141	0.5355097995	0.9970142216	1.496911109e-06	0.002984281459	0.0003774758147	1.272253981e-07	0.3209878042	1.484571355e-06
53	0.623032	2.187447187	24.95806639	0.6210011606	0.9967403104	5.156770232e-08	0.003259638048	0.0002693513304	8.463092491e-07	0.3219061245	5.120416997e-08
54	0.55922	1.844745092	6.215594638	0.5559529258	0.9941568368	5.394733949e-07	0.005842623721	0.000215863438	9.062397431e-07	0.3166647658	5.342181474e-07
55	0.6285	2.235793445	17.77826911	0.622605012	0.9906204815	3.94125963e-08	0.009379479076	0.0002198511357	2.055044425e-06	0.3173286225	3.919439895e-08
56	0.468552	1.640534973	4.659184538	0.4681100566	0.9990429804	6.470028242e-06	0.0009505495922	0.006827763652	2.171472373e-06	0.3198552617	6.396327711e-06
57	0.57762	2.470326011	12.13043478	0.05536286504	0.09584648068	2.08741581e-08	0.9041534985	4.083683353e-05	0.0003850827461	0.3209705914	2.153434445e-07
58	0.492752	1.737585243	4.792715232	0.492440526	0.9993639432	1.944272714e-06	0.0006341125691	0.006385228205	2.752304081e-06	0.3158959615	1.91380519e-06
59	0.576804	2.537426223	9.55035686	0.01628235061	0.02822855815	5.353234023e-09	0.9717714365	2.634559616e-05	0.0009068236061	0.3159406852	1.865569792e-07
60	0.541224	1.817215105	5.805032835	0.5389607193	0.9958146203	1.947197419e-06	0.004183432485	0.0003520662183	1.732170916e-07	0.3197944254	1.93113857e-06
61	0.623852	2.205609531	41.2431259	0.6212860911	0.9958868775	7.080613252e-08	0.004113051659	0.0002594724189	1.024151051e-06	0.320186582	7.024496977e-08
62	0.56542	1.929098128	6.622884449	0.5610834528	0.9923289786	8.016532323e-07	0.007670219711	0.0002043404128	1.03996336e-06	0.3140987788	7.932332937e-07
63	0.629584	2.283210429	32.99370822	0.6225487636	0.9888254772	6.440379486e-08	0.01117445842	0.0002130195432	2.363782833e-06	0.3143519694	6.396963045e-08
64	0.235768	1.170891638	2.606770167	0.1722704333	0.676835028	0.01269439239	0.3104705796	0.02735830914	2.443576815e-05	0.3066986341	0.01827736953
65	0.522672	1.888049702	6.083862345	0.5015095063	0.9595074983	1.803159471e-06	0.04049069859	0.000386033609	1.503542913e-05	0.324333367	1.864485998e-06
66	0.244848	1.178551229	2.694515092	0.238317921	0.968327191	0.001224944903	0.03044786414	0.02750131222	1.996098132e-05	0.3227083823	0.001253013916
67	0.51826	1.944810414	5.948160895	0.4396574008	0.8483316767	1.025990915e-06	0.1516672973	0.0002722756626	4.787060357e-05	0.3248132208	1.20049731e-06
68	0.358884	1.224478705	3.047562869	0.3491485551	0.9687777569	0.001469718601	0.02975252448	0.03298843498	3.936070774e-11	0.3190490353	0.001497145731
69	0.562612	1.830328523	8.478776582	0.5623426304	0.9995198702	7.572015329e-07	0.0004793726205	0.001091361767	1.751245625e-08	0.3237269355	7.511520846e-07
70	0.381644	1.241277928	3.259527879	0.3809469066	0.9979296955	9.302586245e-05	0.001977278652	0.0314186336	2.001566084e-11	0.3234097936	9.240014492e-05
71	0.565852	1.890683074	9.252443452	0.5654497417	0.9992883468	4.320949613e-07	0.0007112210643	0.0006026033709	1.401276545e-07	0.3242527499	4.289695354e-07
72	0.245764	1.162600232	2.634789587	0.1932468276	0.7454200544	0.01004941335	0.2445305322	0.02749993148	1.810891817e-05	0.3086394596	0.01316401347
73	0.519876	1.859748939	6.86908684	0.4947003146	0.9515688905	2.486138218e-06	0.04842862338	0.0003801637184	1.760308037e-05	0.3224892132	2.587321486e-06
74	0.256532	1.167963443	2.74001092	0.2512281282	0.9756224549	0.0009497486021	0.02342779645	0.02765773487	1.405307313e-05	0.3214342147	0.0009630067252
75	0.515888	2.076211297	5.417106034	0.4185879709	0.8113904986	1.349400334e-06	0.188608152	0.000262841296	5.99869871e-05	0.3228393397	1.647516515e-06
76	0.373836	1.202403406	3.134937238	0.3659976866	0.9760030608	0.001132606388	0.02286433284	0.03308048062	1.998793912e-11	0.3179278555	0.001143900326
77	0.56206	1.818361502	8.543970601	0.5616449152	0.9992594706	1.13715327e-06	0.0007393922235	0.001055418472	2.098420803e-08	0.3219576997	1.126348887e-06
78	0.396332	1.222076973	3.460018151	0.3956937512	0.9981834157	8.172171071e-05	0.001734862601	0.03145746774	8.700735279e-12	0.321300903	8.097873976e-05
79	0.564384	1.875303465	8.654054054	0.5637872433	0.9989414421	6.764797397e-07	0.001057881413	0.0005923126307	1.750235159e-07	0.3221581798	6.704014195e-07
80	0.431016	1.474427581	3.757927786	0.4274216787	0.9913817237	0.000120293707	0.008497982562	0.009557004638	8.898819531e-07	0.3224743799	0.000120160259
81	0.587588	2.270866294	16.31048806	0.2131942875	0.3628294543	5.406467931e-08	0.6371704916	6.256726985e-05	0.0001097758542	0.3252788476	1.479783328e-07
82	0.444516	1.526505653	4.117024025	0.4440045066	0.9988196713	1.318156552e-05	0.001167147154	0.008642072262	1.285338168e-06	0.3243956013	1.309424639e-05
83	0.583044	2.380449119	10.99423232	0.0689590599	0.1182741708	1.424372754e-08	0.8817258149	4.07286401e-05	0.0003035487889	0.3248334644	1.195434987e-07
84	0.507732	1.616404831	5.113116079	0.4998685847	0.9844859727	1.355285118e-05	0.01550047444	0.0005843774284	7.548118343e-09	0.3225507471	1.363369212e-05
85	0.622084	2.141830317	44.07000511	0.6213109825	0.9987572751	6.174162435e-08	0.00124266311	0.0003356081814	3.76284001e-07	0.3246721028	6.135355163e-08
86	0.527008	1.716087858	6.284607378	0.5252727446	0.9967043561	1.575349476e-06	0.003294068598	0.0003424712343	7.634506723e-08	0.3243464506	1.568157377e-06
87	0.624196	2.2042532	35.4625624	0.6223372265	0.9970220691	3.904038641e-08	0.002977891814	0.000277107023	8.015101123e-07	0.3242148819	3.884461574e-08
88	0.432512	1.50690845	3.827234291	0.429017507	0.99164864	0.0001175704173	0.008233789615	0.009646775033	9.228101756e-07	0.320849362	0.0001172157167
89	0.581892	2.28637421	15.5109014	0.1680674754	0.2888292241	6.060097089e-08	0.7111707153	5.716802875e-05	0.0001406220518	0.3234155417	2.079743906e-07
90	0.447656	1.554913295	4.209011098	0.4470980046	0.9987215082	1.432915773e-05	0.00126416264	0.008588369473	1.289624855e-06	0.3226402705	1.421045102e-05
91	0.578516	2.411024063	9.3571637	0.05319368269	0.09194848029	1.566877343e-08	0.908051504	3.792475551e-05	0.0003744180159	0.3226345319	1.687794357e-07
92	0.51336	1.593594692	5.415230925	0.5043932186	0.9825047334	1.458868809e-05	0.01748067791	0.0005578669233	9.624300653e-09	0.3209828929	1.468202127e-05
93	0.621588	2.147626261	31.20029028	0.6206453487	0.9984833439	8.393715489e-08	0.001516572197	0.0003280579257	4.421402382e-07	0.3229181793	8.328501392e-08
94	0.533276	1.727390077	5.579161028	0.5311308234	0.9959739481	1.820279482e-06	0.004024231661	0.000327872917	1.04259944e-07	0.3218583169	1.808750599e-06
95	0.62526	2.231060494	34.26349718	0.6229650951	0.9963295883	5.673481424e-08	0.003670354984	0.0002690421076	9.530903368e-07	0.3218608957	5.635550345e-08
96	0.32106	1.167681559	2.995402841	0.3204772156	0.9979292769	8.204196757e-05	0.001988681127	0.02828967651	1.473952361e-06	0.3215824037	8.133993116e-05
97	0.519672	2.012248626	5.720169939	0.3858817169	0.7425467575	9.582688404e-07	0.2574522842	0.0002260618881	7.751728723e-05	0.3224540576	1.277948944e-06
98	0.335028	1.169509742	3.157360948	0.3348879749	0.9995287189	1.786722949e-05	0.0004534138492	0.02848961506	9.861800076e-07	0.3190947503	1.764152404e-05
99	0.521512	2.112738316	5.664089437	0.309049492	0.5926020188	4.27971144e-07	0.4073975532	0.0001918108216	0.0001313823689	0.31927309	7.128595892e-07
