# rr	self_coop	bc_min(AllD)	bc_max(AllC)	eq_coop	eq0	eq1	eq2	rho_alld_to_resident	rho_resident_to_alld	rho_allc_to_resident	rho_resident_to_allc
0	0.399228	5.049771618	3.680268456	0.0001046576927	0.0002620901792	2.395466633e-08	0.9997378859	2.898469642e-05	0.1105005235	0.3185094632	9.014796007e-05
1	0.552788	4.859721203	8.136120214	5.882651266e-07	1.064177959e-06	3.210396791e-13	0.9999989358	1.027195935e-07	0.09652452266	0.3201057542	2.980322682e-07
2	0.41904	4.980024722	3.893788049	7.853841051e-05	0.0001874215679	1.276710011e-09	0.9998125772	2.227282059e-05	0.1188112649	0.3204316908	6.731855621e-06
3	0.561312	5.209741319	8.32176368	2.682061173e-07	4.778199584e-07	4.084159018e-14	0.9999995222	5.090630401e-08	0.1065385654	0.3218412889	8.459008816e-08
4	0.424508	5.34744434	3.924075508	4.694264501e-05	0.0001105699896	4.799872217e-09	0.9998894252	1.151461041e-05	0.1040981539	0.3183481069	4.280927554e-05
5	0.567156	5.111664856	9.034991799	1.594947951e-07	2.812184599e-07	5.824641129e-14	0.9999997188	2.73262227e-08	0.09717063688	0.3197749288	2.045496423e-07
6	0.449172	4.765825294	4.374069804	3.132088446e-05	6.972980907e-05	2.06661377e-10	0.99993027	7.456707155e-06	0.1069277155	0.3192199269	2.925297814e-06
7	0.578664	5.091209033	11.258724	5.080448803e-08	8.779616849e-08	5.981620179e-15	0.9999999122	1.162255385e-08	0.1323810487	0.3200354364	6.730249912e-08
8	0.419104	5.071786057	3.891006656	0.000123141986	0.0002937922719	1.246966631e-08	0.9997061953	3.082463285e-05	0.1048606517	0.316990028	4.179857124e-05
9	0.554012	4.385246444	7.780178667	6.144743985e-07	1.109134944e-06	3.299216189e-13	0.9999988909	1.019884678e-07	0.09195286389	0.3180726848	2.932584584e-07
10	0.440064	4.815226375	4.184729307	8.568787511e-05	0.0001947152532	7.019357353e-10	0.999805284	2.272581006e-05	0.1166879115	0.3187150677	3.556349435e-06
11	0.564252	4.916581595	9.904153355	2.703875913e-07	4.791964298e-07	4.737206018e-14	0.9999995208	5.042219108e-08	0.1052222695	0.3192660306	9.757941892e-08
12	0.444044	5.348742659	4.177826672	4.971021423e-05	0.0001119439692	2.166351218e-09	0.9998880539	1.120186384e-05	0.1000425767	0.316738404	1.905303471e-05
13	0.568644	4.935479204	9.22960045	1.588399459e-07	2.793309813e-07	5.934627442e-14	0.9999997207	2.792515035e-08	0.0999713781	0.317765	2.093933829e-07
14	0.470416	5.058910426	4.791282214	3.536432615e-05	7.517645927e-05	1.168811438e-10	0.9999248234	7.288779338e-06	0.09694728122	0.3173710938	1.531713626e-06
15	0.581424	5.520332937	12.01818182	4.983163548e-08	8.570617786e-08	6.722389499e-15	0.9999999143	1.12160818e-08	0.1308666016	0.3177964575	7.730614303e-08
16	0.502416	4.460564319	6.090167891	1.222474262e-05	2.433178228e-05	6.588764883e-11	0.9999756682	2.062291814e-06	0.08475325034	0.31955087	2.673652272e-06
17	0.591024	4.502520579	17.0736377	1.036613162e-07	1.753927227e-07	7.631847344e-15	0.9999998246	1.587711516e-08	0.09052318112	0.3208908248	4.302114117e-08
18	0.524316	4.812507198	6.731476877	7.749184755e-06	1.477959736e-05	5.384956359e-12	0.9999852204	1.291905738e-06	0.08740989454	0.3193634562	3.596764289e-07
19	0.586956	5.149232966	15.3393999	2.211726521e-08	3.76812984e-08	1.029422011e-15	0.9999999623	4.672936846e-09	0.124012071	0.3213912105	2.702409473e-08
20	0.526996	4.418034504	6.663203197	8.877631785e-07	1.684568585e-06	2.272387696e-12	0.9999983154	1.460524451e-07	0.08669916024	0.3192361257	1.331466068e-06
