# rr	self_coop	bc_min(AllD)	bc_max(AllC)	eq_coop	eq0	eq1	eq2	rho_alld_to_resident	rho_resident_to_alld	rho_allc_to_resident	rho_resident_to_allc
0	0.162464	8.106699752	None	0.0003966854963	0.002441682442	0	0.9975583176	0.0002370094962	0.09683109898	0.6228948968	3.922732996e-25
1	0.164968	9.04005462	None	0.0003029924699	0.001836674203	9.457011268e-21	0.9981633258	0.0001870570403	0.1016584635	0.6228751064	5.011781319e-25
2	0.162536	8.178973717	None	0.0003996966106	0.002459126658	0	0.9975408733	0.0002376368146	0.09639700126	0.6212109206	4.496437133e-25
3	0.165048	9.126809097	None	0.0003052890061	0.001849698306	0	0.9981503017	0.0001875184915	0.1011903607	0.6211909521	5.738194845e-25
4	0.1894	7.908903757	None	1.647033111e-05	8.696056554e-05	0	0.9999130394	1.090616258e-05	0.1254041312	0.6225269747	5.751268997e-25
5	0.194736	7.955233928	None	9.878149997e-06	5.072585447e-05	0	0.9999492741	6.799591455e-06	0.1340390736	0.6225060421	7.629563642e-25
6	0.189724	7.850144582	None	1.61827329e-05	8.529618235e-05	0	0.9999147038	1.07893045e-05	0.1264814428	0.6207906117	7.184890155e-25
7	0.19508	7.955118507	None	9.769506668e-06	5.007948877e-05	-2.961016727e-22	0.9999499205	6.761607557e-06	0.135010742	0.6207694574	9.50341567e-25
8	0.175164	7.486947256	None	0.0003496220908	0.00199597001	1.060275373e-20	0.99800403	0.0002062571332	0.1031305326	0.5060283189	2.495631204e-23
9	0.1802	8.599045346	None	0.0002560638015	0.001420997788	0	0.9985790022	0.0001558748333	0.1095380561	0.5052817959	3.755027096e-23
10	0.175328	7.666424286	None	0.0003518788549	0.00200697467	0	0.9979930253	0.0002068201522	0.1028438836	0.5033957685	3.038224108e-23
11	0.180404	8.836534532	None	0.0002576992762	0.001428456554	0	0.9985715434	0.0001561982037	0.1091913373	0.5066972419	4.648315254e-23
12	0.235744	7.807676603	None	4.868254283e-06	2.065059676e-05	1.668609872e-22	0.9999793494	3.333416886e-06	0.1614165483	0.4990298547	2.11915493e-21
13	0.246028	7.91552481	None	2.793768117e-06	1.135548847e-05	-8.362553543e-23	0.9999886445	1.897346221e-06	0.1670843734	0.4967742825	3.943203291e-21
14	0.23638	9.179028133	None	5.010659928e-06	2.119747833e-05	-1.658445408e-22	0.9999788025	3.333790801e-06	0.1572696563	0.5049523141	2.807241517e-21
15	0.246124	8.525917464	None	2.750270065e-06	1.117432703e-05	0	0.9999888257	1.871166929e-06	0.1674504438	0.5021693554	4.989666116e-21
16	0.31578	7.46453517	None	1.752993008e-06	5.551311063e-06	-3.704598861e-23	0.9999944487	8.764618572e-07	0.1578828825	0.6198056079	3.985623175e-22
17	0.32056	6.568767543	None	1.682751827e-06	5.249412986e-06	0	0.9999947506	8.284259478e-07	0.1578122357	0.6197851538	3.971083731e-22
18	0.315684	7.473824312	None	1.630991795e-06	5.166532972e-06	0	0.9999948335	8.320340538e-07	0.1610421841	0.61818642	4.784987588e-22
19	0.320488	6.792447848	None	1.641432755e-06	5.121666818e-06	3.710288953e-23	0.9999948783	8.09494997e-07	0.1580522279	0.6181635494	4.856477668e-22
20	0.352048	6.835971223	None	1.100365064e-07	3.125610895e-07	-2.316163348e-24	0.9999996874	4.971667417e-08	0.1590622162	0.6194406899	1.187279772e-21
21	0.355312	5.948624233	None	1.226148587e-07	3.450906771e-07	4.632412821e-24	0.9999996549	5.521426663e-08	0.1599992413	0.6194207926	1.193145777e-21
22	0.35204	7.704418395	None	9.21062795e-08	2.616358354e-07	-2.319604853e-24	0.9999997384	4.411297378e-08	0.1686044335	0.6178525937	1.409285853e-21
23	0.35532	5.630588235	None	1.077391843e-07	3.032173373e-07	-2.319651914e-24	0.9999996968	5.005253916e-08	0.165071447	0.6178309096	1.560525709e-21
24	0.3135	14.26041863	None	4.157290158e-07	1.326089364e-06	2.071682022e-23	0.9999986739	2.819742161e-07	0.2126356263	0.5055965171	1.007054469e-18
25	0.318388	14.65644172	None	4.00874025e-07	1.259073913e-06	-2.076490719e-23	0.9999987409	2.660821694e-07	0.2113313853	0.5033444493	1.207341624e-18
26	0.315256	9.992870346	None	4.100439915e-07	1.300669905e-06	0	0.9999986993	2.818217562e-07	0.216674029	0.504193917	1.263775251e-18
27	0.318632	11.51758341	None	3.876362659e-07	1.216564143e-06	0	0.9999987834	2.58036096e-07	0.2121020779	0.5035317626	1.479465739e-18
28	0.38774	8.348812383	None	1.087287169e-08	2.804165597e-08	2.924210741e-24	0.999999972	6.219980591e-09	0.2218121634	0.5019684835	5.755732123e-17
29	0.387348	8.723114039	None	1.292302597e-08	3.336283128e-08	3.570354212e-24	0.9999999666	7.395724739e-09	0.2216755719	0.5029677323	5.744611197e-17
30	0.388744	10.67416496	None	1.102113604e-08	2.835062674e-08	3.585685715e-24	0.9999999716	6.261580766e-09	0.2208621519	0.4988184237	7.311940975e-17
31	0.389996	9.921293857	None	1.281414037e-08	3.285710718e-08	3.562554522e-24	0.9999999671	7.142915386e-09	0.2173933129	0.5050912458	6.948808996e-17
32	0.165468	8.352891869	None	0.0003947302217	0.00238553812	0	0.9976144619	0.0002316252871	0.09686398814	0.5407726138	1.717802172e-22
33	0.168016	8.915231788	None	0.000291944367	0.001737598604	1.02392681e-20	0.9982624014	0.0001788733779	0.1027639913	0.5404585066	2.377787991e-22
34	0.165572	8.415787252	None	0.0003980411743	0.002404036759	1.025691046e-20	0.9975959632	0.0002321871999	0.09635002976	0.5387459867	1.813340009e-22
35	0.168112	8.985765125	None	0.0002945712221	0.001752231977	0	0.998247768	0.0001794015429	0.102205183	0.5386619263	2.547361553e-22
36	0.204696	8.336808475	None	1.071341148e-05	5.233815747e-05	0	0.9999476618	6.737201149e-06	0.1287177245	0.5382465479	1.812671634e-21
37	0.211308	10.12790006	None	5.649205005e-06	2.673445873e-05	-1.603554749e-22	0.9999732655	3.950189456e-06	0.1477525276	0.538129791	2.822397216e-21
38	0.205096	8.53814433	None	1.067094618e-05	5.202903117e-05	-3.210408735e-22	0.999947971	6.756507196e-06	0.1298535743	0.5371027381	2.00939878e-21
39	0.211772	10.13425743	None	5.638494411e-06	2.662530651e-05	3.21183987e-22	0.9999733747	3.96094244e-06	0.1487621176	0.5366570099	3.021457915e-21
40	0.180196	7.619232124	None	0.0003435552786	0.0019065644	-1.101451352e-20	0.9980934356	0.0002002986664	0.1048570844	0.4695531996	8.196607557e-21
41	0.185792	8.207100592	None	0.0002543425781	0.0013689641	0	0.9986310359	0.0001509569137	0.1101199506	0.4730389214	1.29578544e-20
42	0.180304	7.735788345	None	0.0003485438468	0.00193308993	1.101295008e-20	0.9980669101	0.0002012179459	0.1038901348	0.4696871381	8.557780371e-21
43	0.185852	8.212435233	None	0.0002549463998	0.001371771086	0	0.9986282289	0.0001511378169	0.1100260036	0.4684825109	1.346214821e-20
44	0.269756	14.48769128	None	2.753757863e-06	1.02083285e-05	4.321636995e-22	0.9999897917	1.759990747e-06	0.1724055785	0.465350446	5.12822901e-17
45	0.28216	8.450427033	None	1.544857333e-06	5.475111046e-06	3.896545841e-22	0.9999945249	9.902997578e-07	0.1808720092	0.4636461213	9.298617656e-17
46	0.270236	10.2815595	None	2.596314146e-06	9.607580583e-06	3.467739866e-22	0.9999903924	1.69806435e-06	0.1767404416	0.4625261205	5.130549023e-17
47	0.282576	9.671669262	None	1.458546482e-06	5.161607788e-06	4.328022376e-22	0.9999948384	9.473462943e-07	0.1835361079	0.4639651195	9.771062861e-17
48	0.315796	10.44835165	None	6.367944147e-07	2.016473973e-06	2.008197073e-23	0.9999979835	4.043675239e-07	0.2005315784	0.5362598622	1.7968669e-18
49	0.319392	10.04774328	None	5.961256654e-07	1.866438938e-06	-4.016853483e-23	0.9999981336	3.726087091e-07	0.1996357909	0.5361456978	1.905444421e-18
50	0.315892	7.999580361	None	6.185157756e-07	1.957997593e-06	0	0.999998042	3.940719005e-07	0.2012623157	0.5351844795	2.032100301e-18
51	0.320284	9.983725136	None	5.568984084e-07	1.738764373e-06	2.01184399e-23	0.9999982612	3.564231317e-07	0.2049860909	0.5344499846	2.101436754e-18
52	0.377728	10.1680588	None	1.339504448e-08	3.546214333e-08	2.832070355e-24	0.9999999645	7.567787143e-09	0.2134046714	0.5334239902	5.1591483e-17
53	0.380284	8.967193907	None	1.323608437e-08	3.480578824e-08	3.460502116e-24	0.9999999652	7.727917158e-09	0.2220296429	0.5336879415	4.731958862e-17
54	0.377292	7.801023018	None	1.307728135e-08	3.466090283e-08	3.469471616e-24	0.9999999653	7.571814781e-09	0.218454047	0.5311122685	5.897238048e-17
55	0.380132	8.179724322	None	1.430845479e-08	3.764075319e-08	3.785881389e-24	0.9999999624	8.174894593e-09	0.2171820055	0.5308488774	5.772257877e-17
56	0.3338	14.18032787	None	2.355342629e-07	7.056149277e-07	1.036164065e-21	0.9999992944	1.638628643e-07	0.232226873	0.4662821448	1.659426204e-15
57	0.33548	10.18980601	None	2.279107201e-07	6.793571005e-07	1.120378179e-21	0.9999993206	1.572320982e-07	0.2314423326	0.4680704321	1.858972732e-15
58	0.332412	12.7389233	None	2.318888735e-07	6.975947723e-07	1.093782785e-21	0.9999993024	1.593139167e-07	0.2283758606	0.4631444345	1.793353385e-15
59	0.33652	17.07418335	None	2.040946231e-07	6.064858644e-07	1.130493706e-21	0.9999993935	1.402625602e-07	0.2312708062	0.4641326106	2.08262231e-15
60	0.433996	9.673201406	23.27350427	3.317366421e-09	7.643771881e-09	1.065579884e-20	0.9999999924	2.00516094e-09	0.262326106	0.4618457562	1.574454191e-12
61	0.436076	9.325836727	18.89559165	4.138824061e-09	9.49106133e-09	1.169400201e-20	0.9999999905	2.386077488e-09	0.2514026045	0.4631333936	1.393182769e-12
62	0.436444	11.47691804	17.30512515	3.920743389e-09	8.983382493e-09	1.427930772e-20	0.999999991	2.285851265e-09	0.2544532694	0.460208445	1.792754868e-12
63	0.438632	11.35	23.54374208	3.754592386e-09	8.559777641e-09	1.454330967e-20	0.9999999914	2.19338903e-09	0.2562436901	0.4557858771	1.908722564e-12
64	0.36518	4.988655701	None	1.889156153e-06	5.173219106e-06	3.704159758e-23	0.9999948268	5.889205132e-07	0.1138396527	0.6199324587	3.753756601e-25
65	0.363336	5.572448069	None	1.420464294e-06	3.909506061e-06	-3.704276734e-23	0.9999960905	4.620746184e-07	0.1181921205	0.6198986191	6.24712001e-25
66	0.364856	5.24583408	None	1.849532785e-06	5.069213019e-06	0	0.9999949308	5.767006468e-07	0.1137647443	0.6182689006	4.957792843e-25
67	0.362216	5.507283849	None	1.263058127e-06	3.48703019e-06	0	0.999996513	4.238569437e-07	0.121551992	0.6182353942	8.607485216e-25
68	0.413428	4.658441196	None	3.779109736e-07	9.140913862e-07	9.264038805e-24	0.9999990859	6.634552447e-08	0.07258077848	0.6195116978	7.060145661e-25
69	0.414296	4.317115178	None	3.398004427e-07	8.20187602e-07	0	0.9999991798	6.457272443e-08	0.07872914918	0.6194794486	1.071718483e-24
70	0.413408	4.713194739	None	3.430682634e-07	8.29853954e-07	0	0.9999991701	6.449232436e-08	0.07771520647	0.6178155782	9.215378815e-25
71	0.414732	4.434796086	None	3.518180551e-07	8.483021688e-07	-2.319766167e-24	0.9999991517	6.470059454e-08	0.07627062937	0.617778268	1.388433838e-24
72	0.373944	12.63739057	None	4.763927569e-08	1.27396818e-07	3.902116747e-24	0.9999998726	3.052316539e-08	0.2395912355	0.5011812588	6.982269412e-19
73	0.37468	15.20291822	None	3.745256158e-08	9.995879573e-08	2.612634808e-24	0.9999999	2.493721605e-08	0.2494749332	0.4970188274	8.616630015e-19
74	0.37468	11.85079365	None	4.556263931e-08	1.216041404e-07	3.90010553e-24	0.9999998784	2.922480977e-08	0.2403273973	0.5016807256	8.152282123e-19
75	0.373892	13.59800664	None	3.908127817e-08	1.0452558e-07	2.602022915e-24	0.9999998955	2.589064451e-08	0.2476967108	0.5009535317	1.152632256e-18
76	0.45804	10.06321262	None	1.324776411e-09	2.892272314e-09	2.127895315e-24	0.9999999971	7.033907304e-10	0.24319656	0.4946918833	4.652359459e-17
77	0.456532	8.332477535	None	1.506013834e-09	3.298813301e-09	2.20425938e-24	0.9999999967	7.586287274e-10	0.2299701874	0.49708504	5.27083577e-17
78	0.457236	8.436619718	None	1.183907055e-09	2.589269119e-09	2.08780061e-24	0.9999999974	6.325995977e-10	0.2443159517	0.4943106523	6.279570004e-17
79	0.457576	10.29350261	None	1.424581613e-09	3.113322405e-09	2.121241579e-24	0.9999999969	7.060715107e-10	0.2267904033	0.4977122485	5.892869348e-17
80	0.430572	4.567294483	None	5.96409665e-07	1.38515664e-06	-9.287660326e-24	0.9999986148	1.572884726e-07	0.1135526845	0.6167890336	2.677085709e-21
81	0.435508	4.436132316	None	8.580708712e-07	1.970275796e-06	9.287920385e-24	0.9999980297	1.987040091e-07	0.1008506615	0.6167591398	2.858333898e-21
82	0.429168	4.669857979	None	5.724335892e-07	1.333821695e-06	0	0.9999986662	1.540589697e-07	0.1155017685	0.6152016007	3.223493185e-21
83	0.435176	4.537478816	None	7.714376253e-07	1.772702597e-06	9.301755779e-24	0.9999982273	1.888083107e-07	0.1065085458	0.6151705408	3.382051521e-21
84	0.489252	3.691393366	None	7.743082689e-05	0.0001582636901	0	0.9998417363	2.54347642e-06	0.01606858705	0.6163613288	2.230151692e-21
85	0.492188	3.729864932	None	0.0001035420711	0.0002103709783	-1.486663596e-22	0.999789629	3.032542204e-06	0.01441217923	0.6163313664	2.293526952e-21
86	0.489272	3.670131799	None	7.70950777e-05	0.0001575709987	0	0.999842429	2.526735365e-06	0.01603300889	0.6148133083	2.733651981e-21
87	0.492192	3.719211823	None	0.0001034721956	0.0002102273007	0	0.9997897727	3.004769788e-06	0.01428995232	0.6147821461	2.783909504e-21
88	0.403356	9.64200977	None	2.504099451e-08	6.208162147e-08	1.042254395e-23	0.9999999379	1.376198787e-08	0.2216757019	0.4996105556	1.426844449e-16
89	0.407536	11.5861372	None	2.888893328e-08	7.088682541e-08	9.770754248e-24	0.9999999291	1.527379636e-08	0.2154673337	0.4996482448	1.218976916e-16
90	0.403816	12.18628687	None	2.232068124e-08	5.527438546e-08	9.099824672e-24	0.9999999447	1.26285471e-08	0.2284701341	0.5017256132	1.475814193e-16
91	0.405784	12.48886887	None	2.811918727e-08	6.929594877e-08	1.102692195e-23	0.9999999307	1.552787613e-08	0.224080562	0.5037346837	1.609506811e-16
92	0.499392	4.360155884	None	1.751012928e-05	3.506289504e-05	7.512247299e-22	0.9999649371	1.192999273e-06	0.03402335834	0.4985786086	2.616143189e-17
93	0.50148	3.938011696	None	2.770593914e-05	5.524834318e-05	1.001176161e-21	0.9999447517	1.545857755e-06	0.0279786191	0.4990196117	2.099290193e-17
94	0.499264	4.110507	None	1.773174463e-05	3.551576848e-05	1.083676181e-21	0.9999644842	1.190694161e-06	0.03352459831	0.4998503473	3.583378728e-17
95	0.501328	3.843486529	None	2.695920953e-05	5.377559108e-05	1.168648007e-21	0.9999462244	1.525702471e-06	0.02837012845	0.4985156575	2.719607296e-17
96	0.33354	9.064086652	None	1.362490781e-07	4.084939679e-07	1.000983099e-23	0.9999995915	8.758486401e-08	0.2144091111	0.5393661462	1.437890839e-19
97	0.33418	11.28619671	None	1.132856514e-07	3.389959045e-07	7.509065864e-24	0.999999661	7.09225929e-08	0.2092136447	0.5391405163	2.168076203e-19
98	0.3341	12.34171008	None	1.359058961e-07	4.067820896e-07	5.016719047e-24	0.9999995932	8.762227068e-08	0.2154033766	0.5370106818	1.802190683e-19
