# rr	self_coop	bc_min(AllD)	bc_max(AllC)	eq_coop	eq0	eq1	eq2	rho_alld_to_resident	rho_resident_to_alld	rho_allc_to_resident	rho_resident_to_allc
0	0.716812	4.675752058	504.6129032	1.178683559e-08	1.644340685e-08	4.234990664e-15	0.9999999836	1.876316689e-09	0.1141073768	0.2529077189	2.371297268e-07
1	0.716768	4.695633188	443.893617	1.119461629e-08	1.561818085e-08	4.038345757e-15	0.9999999844	1.773406098e-09	0.1135473846	0.2529198205	2.380696902e-07
2	0.716924	4.680957563	601.4615385	1.181324468e-08	1.647767463e-08	4.272942254e-15	0.9999999835	1.892324779e-09	0.1148415734	0.2529169248	2.387595706e-07
3	0.71688	4.700983607	525.7731092	1.127020729e-08	1.572118514e-08	4.092457497e-15	0.9999999843	1.791239021e-09	0.1139377459	0.2529290262	2.396813776e-07
4	0.718476	4.627981774	175.1521127	6.117673621e-08	8.514788685e-08	2.305761486e-14	0.9999999149	8.215786686e-09	0.09648825071	0.2521608274	2.4912276e-07
5	0.718476	4.627398435	170.3808219	5.763050514e-08	8.021212018e-08	2.188439202e-14	0.9999999198	7.710680648e-09	0.09612843193	0.2521637618	2.509971415e-07
6	0.718596	4.639333692	187.7794562	6.155340632e-08	8.565784228e-08	2.348755117e-14	0.9999999143	8.360738235e-09	0.0976060304	0.2521495086	2.522540606e-07
7	0.718596	4.644834172	182.8352941	5.832797674e-08	8.116932785e-08	2.242187547e-14	0.9999999188	7.859780952e-09	0.09683171531	0.2521524396	2.541258986e-07
8	0.719432	4.58207054	82.99196787	1.318829885e-08	1.833153297e-08	7.419895851e-15	0.9999999817	2.006596536e-09	0.1094612044	0.2489079999	3.710510153e-07
9	0.71938	4.60688459	80.54285714	1.268716801e-08	1.76362435e-08	7.158180115e-15	0.9999999824	1.907034038e-09	0.1081312624	0.2489286653	3.720839396e-07
10	0.719532	4.586866433	85.36363636	1.319055324e-08	1.83321183e-08	7.493661e-15	0.9999999817	2.023987801e-09	0.1104063683	0.2489084614	3.747280553e-07
11	0.71948	4.611827871	82.99196787	1.271494551e-08	1.767239988e-08	7.243189399e-15	0.9999999823	1.925210934e-09	0.1089385848	0.2489291359	3.757326398e-07
12	0.721232	4.55177305	59.08829175	6.944386868e-08	9.628500567e-08	4.14711479e-14	0.9999999037	8.698496695e-09	0.09034083796	0.2481279336	3.945047906e-07
13	0.721228	4.551120099	58.37251185	6.501555975e-08	9.014558595e-08	3.90828761e-14	0.9999999099	8.108872949e-09	0.08995278299	0.2481390593	3.971112679e-07
