# rr	self_coop	bc_min(AllD)	bc_max(AllC)	eq_coop	eq0	eq1	eq2	rho_alld_to_resident	rho_resident_to_alld	rho_allc_to_resident	rho_resident_to_allc
0	0.162308	8.142144638	None	0.0003881051273	0.002391164498	9.141534853e-21	0.9976088355	0.0002335372594	0.0974332103	0.6598500835	7.402184638e-30
1	0.164804	9.091617041	None	0.0002949050876	0.001789429186	-9.142083052e-21	0.9982105708	0.0001835603633	0.1023968405	0.6597727186	9.369521054e-30
2	0.162552	8.299492386	None	0.0003877180204	0.002385193786	-9.631605077e-21	0.9976148062	0.0002324569052	0.09722583201	0.6034070791	1.722813646e-27
3	0.16508	9.050978607	None	0.0002929665991	0.001774694688	0	0.9982253053	0.0001820684049	0.1024093272	0.6017619856	2.235020943e-27
4	0.188608	8.020094356	None	1.28015168e-05	6.787366816e-05	0	0.9999321263	8.771944548e-06	0.1292305161	0.6598635953	2.619580345e-30
5	0.193796	8.236561023	None	7.493137998e-06	3.86650808e-05	2.856764228e-22	0.9999613349	5.293807955e-06	0.136909148	0.6597862293	3.419784722e-30
6	0.191464	8.950750289	None	1.073550874e-05	5.607063856e-05	0	0.9999439294	7.393373218e-06	0.1318508021	0.6045055617	1.515650626e-27
7	0.197744	8.762637363	None	6.025004412e-06	3.04687091e-05	-3.008286793e-22	0.9999695313	4.354503904e-06	0.1429128885	0.6039163437	2.206423514e-27
8	0.174832	7.686872375	None	0.0003405407896	0.001947817274	-9.529433509e-21	0.9980521827	0.0002024709258	0.1037451265	0.6147177377	1.628003101e-34
9	0.179876	8.732847602	None	0.0002485847262	0.001381978286	-9.53928887e-21	0.9986180217	0.0001526943773	0.1103370136	0.6136054686	4.157681194e-34
10	0.17532	7.85204461	None	0.0003406958444	0.00194327997	1.026642473e-20	0.99805672	0.0002021232364	0.1038092593	0.5378126362	7.520126284e-28
11	0.180392	8.809640024	None	0.0002495687658	0.001383480231	-1.026146227e-20	0.9986165198	0.0001523450571	0.1099649185	0.5382858036	1.242943939e-27
12	0.232808	8.154246101	None	3.340242124e-06	1.434762604e-05	0	0.9999856524	2.324237646e-06	0.1619922551	0.6129000069	5.130894101e-35
13	0.241376	9.815670517	None	1.711618332e-06	7.091087481e-06	7.462407193e-23	0.9999929089	1.225064564e-06	0.1727599442	0.6121684925	1.972004265e-34
14	0.239324	8.725977569	None	2.9002483e-06	1.21185017e-05	0	0.9999878815	2.007452341e-06	0.165649852	0.5352830968	3.898245868e-27
15	0.249252	9.84086444	None	1.434703852e-06	5.756037471e-06	-4.020053156e-23	0.999994244	1.031426433e-06	0.1791893298	0.5353512959	1.021463834e-26
16	0.312368	8.225523517	None	1.036815557e-06	3.319211816e-06	0	0.9999966808	5.746595944e-07	0.173130767	0.6559867356	1.264656556e-25
17	0.317684	7.23341221	None	1.058264116e-06	3.331184812e-06	0	0.9999966688	5.641318882e-07	0.1693481572	0.6559107228	1.510274448e-25
18	0.310896	10.70461715	None	7.201560573e-07	2.316388945e-06	3.774858518e-23	0.9999976836	4.261850373e-07	0.1839863949	0.5998554891	2.133831173e-23
19	0.315588	9.699464695	None	7.438514582e-07	2.357033405e-06	0	0.999997643	4.329816814e-07	0.183697295	0.5997433035	2.387102207e-23
20	0.34894	7.063872255	None	5.30463024e-08	1.520212713e-07	2.239699688e-24	0.999999848	2.522308244e-08	0.1659180902	0.6559069255	3.619396838e-25
21	0.352908	6.534936999	None	6.49285224e-08	1.839814411e-07	3.359780626e-24	0.999999816	3.122028973e-08	0.1696925711	0.6558310973	3.933331644e-25
22	0.351788	7.393348922	None	2.513317465e-08	7.144409318e-08	2.358969746e-24	0.9999999286	1.317510993e-08	0.18441145	0.5999968469	1.251175395e-22
23	0.354936	7.756357078	None	3.001594425e-08	8.456720155e-08	1.181148182e-24	0.9999999154	1.615297396e-08	0.1910075338	0.5985134658	1.315443986e-22
24	0.305964	17.98190709	None	1.709326352e-07	5.586691089e-07	0	0.9999994413	1.295758839e-07	0.2319365967	0.596870794	1.163620555e-23
25	0.308532	17.68473609	None	1.597410017e-07	5.177453285e-07	4.73556316e-24	0.9999994823	1.211930268e-07	0.2340783358	0.596076079	1.612838849e-23
26	0.309608	17.51334895	None	1.133330203e-07	3.660532682e-07	0	0.9999996339	9.188520412e-08	0.2510158469	0.5319511303	1.222215267e-20
27	0.312432	27.61577982	None	1.033844123e-07	3.309021235e-07	5.041103961e-24	0.9999996691	8.564441059e-08	0.2588208903	0.5321769064	1.479394848e-20
28	0.378696	23.99191234	None	2.536377402e-09	6.697660925e-09	1.926290285e-24	0.9999999933	1.736867719e-09	0.2593244937	0.5947309696	4.628716428e-22
