# rr	self_coop	bc_min(AllD)	bc_max(AllC)	eq_coop	eq0	eq1	eq2	rho_alld_to_resident	rho_resident_to_alld	rho_allc_to_resident	rho_resident_to_allc
0	0.013936	4.593582888	None	0.004241274436	0.30433944	0	0.69566056	0.01308054842	0.02989958067	0.6617350831	6.824410994e-24
1	0.157148	None	None	2.371355103e-05	0.0001508994771	1.142330942e-21	0.9998491005	2.403815461e-05	0.1592750864	0.6601531626	2.345213365e-22
2	0.0188	None	None	0.005444005089	0.2895747388	0	0.7104252612	0.0126230771	0.03096869873	0.5657431131	1.637612488e-21
3	0.179624	23.35652174	None	1.228452367e-05	6.839021329e-05	6.25447951e-22	0.9999316098	1.217348352e-05	0.1779882002	0.5636221591	1.001743424e-19
4	0.026592	17.39669421	None	0.004878176813	0.1834452773	2.925095281e-19	0.8165547227	0.008471309525	0.03770763632	0.6617354976	6.919328666e-24
5	0.208916	51.54693878	259.7300699	6.787186998e-07	3.248763617e-06	0	0.9999967512	6.857740662e-07	0.211087022	0.6601341195	6.015097176e-22
6	0.04282	None	None	0.005282628768	0.1233682571	0	0.8766317429	0.006920062483	0.04917266872	0.5639677974	8.424038001e-21
7	0.251256	84.83379501	None	2.146561308e-07	8.543323573e-07	0	0.9999991457	2.112350083e-07	0.2472513484	0.5618436443	1.828443418e-18
8	0.013964	4.532194481	None	0.004250957046	0.3044225899	-5.855615742e-19	0.6955774101	0.01304919348	0.02981619795	0.6617073993	6.946141165e-24
9	0.1574	None	None	1.950215817e-05	0.0001239018944	-2.284872704e-21	0.9998760981	2.082812208e-05	0.1680808962	0.6600503842	2.448739947e-22
10	0.018724	16.94029851	None	0.005420142142	0.2894756538	0	0.7105243462	0.01258396106	0.03088760864	0.5622111955	1.886942248e-21
11	0.179604	None	None	1.152352618e-05	6.416074351e-05	0	0.9999358393	1.248393571e-05	0.1945603191	0.560712489	1.234411623e-19
12	0.02618	53.06779661	None	0.004801232545	0.1833931453	2.925191772e-19	0.8166068547	0.008511702773	0.037900625	0.6617078142	6.831726205e-24
13	0.208896	36.93899782	None	6.487348865e-07	3.105540013e-06	-3.570359802e-23	0.9999968945	6.448275827e-07	0.207637183	0.6599696452	6.979326327e-22
14	0.043868	22.28784648	None	0.005441130341	0.1240341557	0	0.8759658443	0.006938540368	0.04900202158	0.5599822814	1.05501824e-20
15	0.255084	53.29166667	None	1.912485912e-07	7.497474996e-07	0	0.9999992503	1.835020986e-07	0.2447516815	0.5600900679	2.093335343e-18
16	0.078796	None	None	0.0007710256792	0.009785086543	-3.651029637e-20	0.9902149135	0.0008644388694	0.08747804697	0.6616810087	1.037208799e-23
17	0.209924	None	None	9.367450504e-07	4.462305646e-06	3.570254965e-23	0.9999955377	9.659447469e-07	0.2164666686	0.6600021943	1.234454509e-21
18	0.113944	None	None	0.0003966270684	0.003480894724	2.000567753e-20	0.9965191053	0.0004223489627	0.1209111001	0.5641500622	2.654018849e-20
19	0.2425	None	355.9295775	4.219158056e-07	1.739858992e-06	1.958063503e-23	0.9999982601	4.07936912e-07	0.2344650937	0.5617729466	1.641017371e-18
20	0.147808	None	None	3.232594444e-06	2.187022654e-05	1.425936952e-22	0.9999781298	3.485391078e-06	0.1593634545	0.6616819977	2.19976126e-23
21	0.284304	15.46693657	123.2588235	3.074147353e-08	1.081288815e-07	3.347175842e-24	0.9999998919	2.313715334e-08	0.2139775389	0.6599815598	4.591795922e-21
22	0.255084	64.44303797	None	1.657012087e-07	6.495946774e-07	0	0.9999993504	1.634197686e-07	0.2515717384	0.5635578021	1.676845163e-18
23	0.336456	145.5179856	151.6692759	5.797515215e-09	1.723112447e-08	2.448195763e-24	0.9999999828	4.598127846e-09	0.2668501174	0.5615160127	4.977108359e-17
24	0.078508	None	None	0.0007634431889	0.00972439992	3.651129713e-20	0.9902756001	0.0008449487185	0.08604459978	0.6616463434	1.076748839e-23
25	0.211904	35.53044087	None	9.799436418e-07	4.624469769e-06	0	0.9999953755	9.672290681e-07	0.2091536204	0.6598743848	1.426263322e-21
26	0.116176	None	None	0.0004128435902	0.003553604791	0	0.9964463952	0.0004237470475	0.1188205338	0.5619681374	2.839461104e-20
27	0.244652	58.71485543	None	3.871704184e-07	1.582535268e-06	-1.963711935e-23	0.9999984175	3.906872255e-07	0.2468738711	0.5588379769	2.07672348e-18
28	0.150352	66.28702011	None	2.995359385e-06	1.992231154e-05	0	0.9999800777	3.261425326e-06	0.1637039128	0.6616561509	2.274796715e-23
29	0.285492	30.28315098	None	2.950146355e-08	1.033355175e-07	2.231815425e-24	0.9999998967	2.271341462e-08	0.2198025794	0.6598007355	5.549743434e-21
30	0.256224	100.5236542	None	1.533610487e-07	5.985428716e-07	0	0.9999994015	1.473445738e-07	0.2461719823	0.5585887348	2.143871422e-18
31	0.338884	18.39742722	54.8063143	5.556168573e-09	1.639548805e-08	3.077180393e-24	0.9999999836	4.333651993e-09	0.2643197951	0.5559005073	6.156236086e-17
32	0.014016	5.192771084	None	0.004267093119	0.3044444292	-5.859488111e-19	0.6955555708	0.01308741326	0.02990044268	0.660984286	7.348546559e-24
