# rr	self_coop	bc_min(AllD)	bc_max(AllC)	eq_coop	eq0	eq1	eq2	rho_alld_to_resident	rho_resident_to_alld	rho_allc_to_resident	rho_resident_to_allc
0	0.689812	1.551869128	None	0.689811829	0.999999752	4.051274297e-12	2.479510343e-07	0.00065609672	1.599744601e-10	0.3399319728	4.082630214e-12
1	0.689336	1.563839958	None	0.6893356928	0.9999995543	4.227610186e-12	4.456736531e-07	0.0005814467553	2.563121805e-10	0.3398982276	4.260189067e-12
2	0.6883	1.566889632	None	0.6882997582	0.9999996487	6.477736057e-12	3.512880367e-07	0.0006398752965	2.204546587e-10	0.3369092735	6.508292708e-12
3	0.687724	1.578601407	None	0.6877235537	0.999999351	7.035169018e-12	6.489602256e-07	0.0005647240086	3.617854822e-10	0.3367777718	7.067432118e-12
4	0.698236	1.544217687	None	0.6982358141	0.9999997338	6.304212396e-12	2.662082014e-07	0.0001642928487	3.952612516e-11	0.3390316266	6.347329722e-12
5	0.697832	1.553569778	None	0.6978316255	0.9999994634	6.807491473e-12	5.366104979e-07	0.000138243667	6.963694347e-11	0.3389612659	6.853573831e-12
6	0.695828	1.567922481	None	0.6958254831	0.9999963829	1.358101553e-11	3.61706713e-06	7.778786857e-05	2.722955563e-10	0.3360747069	1.363378987e-11
7	0.69534	1.578514889	None	0.6953346492	0.9999923047	1.47559379e-11	7.695301305e-06	6.679621856e-05	5.041667598e-10	0.3359868341	1.481204161e-11
8	0.68576	1.568258848	None	0.6857597195	0.999999591	7.849234296e-12	4.09035815e-07	0.0006357802822	2.54815222e-10	0.3375996064	7.891679605e-12
9	0.68522	1.581372492	None	0.6852194972	0.9999992662	8.21018026e-12	7.33764272e-07	0.0005623835728	4.071743695e-10	0.337559965	8.254254637e-12
10	0.683684	1.589606152	None	0.6836835804	0.9999993863	1.359520882e-11	6.13684634e-07	0.0006178087971	3.700609677e-10	0.3348661836	1.363156722e-11
11	0.683028	1.602528172	None	0.6830272246	0.9999988647	1.484397303e-11	1.135315347e-06	0.0005444493598	6.082093601e-10	0.3347227178	1.488154916e-11
12	0.694296	1.572213545	None	0.6942955553	0.9999993595	1.42184528e-11	6.404975692e-07	0.0001486674737	8.5726119e-11	0.3367176017	1.428280264e-11
13	0.69386	1.583517453	None	0.6938591067	0.9999987125	1.52452985e-11	1.287514025e-06	0.000124719228	1.503968879e-10	0.3366412498	1.531314152e-11
14	0.690824	1.612728313	None	0.6908162516	0.9999887838	3.507147157e-11	1.121611668e-05	7.022768585e-05	7.642694178e-10	0.3335878225	3.512080334e-11
15	0.690232	1.625627477	None	0.6902159514	0.999976749	3.805856395e-11	2.32509852e-05	5.898777858e-05	1.346139543e-09	0.3334472079	3.810720436e-11
16	0.688332	2.243208684	None	0.1900110793	0.2760456862	4.126136255e-12	0.7239543138	8.990965182e-06	2.357959424e-05	0.3399486237	1.506322866e-11
17	0.688308	2.253393789	None	0.1719386141	0.2497989477	3.70769969e-12	0.7502010523	8.976150975e-06	2.695734106e-05	0.3399984927	1.495859848e-11
18	0.682168	2.32814704	None	0.04712857549	0.06908646475	3.560577906e-12	0.9309135352	5.028542425e-06	6.775764031e-05	0.3350700677	5.168630223e-11
19	0.682372	2.344944836	None	0.0393191264	0.05762124823	2.930661483e-12	0.9423787518	4.824695967e-06	7.890646498e-05	0.3350567516	5.100645817e-11
20	0.702332	2.200311931	None	0.6999289134	0.9965784179	1.767335034e-11	0.003421582112	0.0001163933125	3.996047541e-07	0.339045834	1.785556693e-11
21	0.702496	2.214006561	None	0.7001379608	0.9966433414	1.754585469e-11	0.003356658552	0.0001241497465	4.181200776e-07	0.3390664354	1.77259647e-11
22	0.698572	2.28619739	None	0.6869765403	0.983401196	5.641837546e-11	0.01659880399	9.135292913e-05	1.541905475e-06	0.3343184912	5.749263232e-11
23	0.698824	2.305251057	None	0.6880919747	0.984642735	5.459924464e-11	0.01535726496	9.903653347e-05	1.544614884e-06	0.3342105277	5.556272172e-11
24	0.683324	2.274389397	None	0.1275276983	0.186628449	4.944362347e-12	0.813371551	8.044168489e-06	3.505839829e-05	0.3375138244	2.663405921e-11
